flag,description,image,difficult,id,name,ingredients,steps,cleaned_ingredients,times
recipes,Make our easy vegan noodle soup for a warming midweek meal. This low-calorie recipe can be spiced up according to taste with a side serving of sriracha,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/easy-vegan-pho-0eaa94e.jpg,Easy,c9f2ddb9-ee2d-461a-9dc7-11d3ce6f0a7a,Easy vegan pho,"['100g rice noodles', '1 tsp Marmite', '1 tsp vegetable oil', '50g chestnut mushrooms, sliced', '1 leek, sliced', '2 tbsp soy sauce', ""1 red chilli, sliced (deseeded if you don't like it too hot)"", '½ bunch mint, leaves picked and stalk discarded', 'handful salted peanuts', 'sriracha, to serve']","['Tip the noodles into a bowl and cover with boiling water. Leave to stand for 10 mins, then drain, rinse in cold water and set aside.', 'In a jug, mix the Marmite with 500ml boiling water. Set aside while you cook the vegetables.', 'Heat the oil in a saucepan, then add the mushrooms and leek. Cook for 10-15 mins until softened and beginning to colour, then add the soy sauce and Marmite and water mixture and stir. Bring to the boil for 5 mins.', 'Divide the noodles between two deep bowls, then ladle over the hot broth. Top with the chilli slices, mint leaves and peanuts, and serve with some sriracha on the side.']","['peanuts', 'chilli', 'oil', 'rice', 'chestnut', 'mushrooms', 'mint', 'marmite', 'vegetable', 'leek', 'soy', 'sauce', 'noodles']","{'Preparation': '10 mins', 'Cooking': '20 mins'}"
recipes,"This easy packed lunch is as delicious as it is nutritious, with crunchy cucumber and radishes and a herby, creamy dressing",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/smoked-salmon-quinoa-dill-lunch-pot-0393a04.jpg,Easy,7bac6ec3-fb66-4543-80f5-4b692de7a811,"Smoked salmon, quinoa & dill lunch pot","['2 tbsp half-fat soured cream', '2 tbsp lemon juice', '½ pack dill, finely chopped', '250g pouch ready-to-eat quinoa (we used Merchant Gourmet)', '½ cucumber, halved and sliced', '4 radishes, finely sliced', '100g smoked salmon, torn into strips']","['First, make the dressing. Mix the soured cream and lemon juice together in a bowl, then add most of the dill, reserving a quarter for serving.', 'In another bowl, combine the quinoa with the cucumber and radishes, and stir through half the dressing. Season and top with the salmon and the rest of the dill.', 'Put the other half of the dressing in a small pot and drizzle over the quinoa just before serving.']","['cucumber', 'cream', 'dill', 'salmon', 'lemon', 'radishes', 'juice']","{'Preparation': '15 mins', 'Cooking': 'No Time'}"
recipes,This noodle salad with sugar snap peas and baby corn makes a great packed lunch for kids - an easy way to get 2 of their 5 a day,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/veggie-noodle-pot-dce5b50.jpg,Easy,74386d8d-895a-4710-8c5d-37ea207231e0,Veggie noodle pot,"['100g noodles (rice, soba or egg)', '3 tbsp frozen peas', 'handful sugar snap peas or mangetout, halved lengthways', 'handful baby corn, halved lengthways', '1 spring onion, sliced', '½ red pepper, deseeded and chopped', '1 tbsp reduced-salt soy sauce', '1 tsp clear honey', '½ garlic clove, crushed', 'juice 1/2 lemon', 'grating of fresh ginger (optional)', '1 tbsp olive oil', 'splash of milk', '2 eggs, beaten']","['To make the omelette, heat the olive oil in a small non-stick frying pan. Add a splash of milk to the beaten eggs, then tip into the pan. Stir once and allow to cook over a gentle heat until almost set. Flip (using a plate if necessary) and cook on the other side until cooked through. Tip onto a board and cut into strips. (You can roll the omelette up and cut slices to give you spirals, if you like.)', 'Cook the noodles following pack instructions. Drain and rinse under cold water, then set aside. Meanwhile, mix the dressing ingredients together. Blanch the peas and sugar snap peas, then drain and run under cold water to stop them cooking any further.', 'To assemble the salad, mix the noodles with the baby corn, spring onion, red pepper and green veg, then toss with the dressing and top with strips of omelette.']","['olive', 'oil', 'pepper', 'clove', 'corn', 'eggs', 'ginger', 'snap', 'noodles', 'peas', 'sauce', 'lemon', 'soy', 'juice', 'rice', 'honey', 'egg', 'milk', 'onion', 'garlic', 'sugar']","{'Preparation': '10 mins', 'Cooking': '10 mins'}"
recipes,Our healthy vegan chilli recipe packs in plenty of vegetables and doesn’t fall short on the flavour front. Serve it with rice or in jacket potatoes for a filling supper,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vegan-chilli-be48585.jpg,Easy,c5cadbea-2afa-4c4b-adc2-6b9d138064d4,Vegan chilli,"['3 tbsp olive oil', '2 sweet potatoes, peeled and cut into medium chunks ', '2 tsp smoked paprika', '2 tsp ground cumin', '1 onion, chopped ', '2 carrots, chopped ', '2 celery sticks, chopped', '2 garlic cloves, crushed', '1-2 tsp chilli powder (depending on how hot you like it)', '1 tsp dried oregano', '1 tbsp tomato purée', '1 red pepper, cut into chunks ', '2 x 400g cans chopped tomatoes', '400g can black beans, drained ', '400g can kidney beans, drained ', 'lime wedges, guacamole, rice and coriander to serve ']","['Heat the oven to 200C/180C fan/gas 6. Put the sweet potato in a roasting tin and drizzle over 1½ tbsp oil, 1 tsp smoked paprika and 1 tsp ground cumin. Give everything a good mix so that all the chunks are coated in spices, season with salt and pepper, then roast for 25 mins until cooked.', 'Meanwhile, heat the remaining oil in a large saucepan over a medium heat. Add the onion, carrot and celery. Cook for 8-10 mins, stirring occasionally until soft, then crush in the garlic and cook for 1 min more. Add the remaining dried spices and tomato purée. Give everything a good mix and cook for 1 min more.', 'Add the red pepper, chopped tomatoes and 200ml water. Bring the chilli to a boil, then simmer for 20 mins. Tip in the beans and cook for another 10 mins before adding the sweet potato. Season to taste then serve with lime wedges, guacamole, rice and coriander. Will keep, in an airtight container in the freezer, for up to three months.To make in a slow cookerHeat the oil in a large frying pan over a medium heat. Add the onion, carrot and celery. Cook for 8-10 mins, stirring occasionally until soft, then crush in the garlic, tip in the sweet potato chunks and cook for 1 min more. Add all the dried spices, oregano and tomato purée, cook for 1 min, then tip into a slow cooker.Add the red pepper and chopped tomatoes. Give everything a good stir then cook on low for 5 hrs. Stir in the beans and cook for another 30 mins to 1 hr. Season to taste and serve with lime wedges, guacamole, rice and coriander.']","['olive', 'oil', 'pepper', 'tomato', 'paprika', 'celery', 'beans', 'cloves', 'wedges', 'lime', 'guacamole', 'potatoes', 'sweet', 'cut', 'sticks', 'rice', 'oregano', 'tomatoes', 'onion', 'garlic', 'coriander', 'chilli', 'carrots', 'cumin']","{'Preparation': '15 mins', 'Cooking': '45 mins'}"
recipes,This smoothie is high in natural fats and sugar - ideal if you need some fuel for intense exercise,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/breakfast-super-shake-e63774c.jpg,Easy,13f9033f-3adf-47cf-b729-92d3a85abd83,Breakfast super-shake,"['100ml full-fat milk', '2 tbsp natural yogurt', '1 banana', '150g frozen fruits of the forest', '50g blueberries', '1 tbsp chia seeds', '½ tsp cinnamon', '1 tbsp goji berries', '1 tsp mixed seeds', '1 tsp honey (ideally Manuka)']",['Put the ingredients in a blender and blitz until smooth. Pour into a glass and enjoy!'],"['banana', 'milk', 'cinnamon', 'blueberries', 'berries', 'honey', 'yogurt']","{'Preparation': '5 mins', 'Cooking': 'No Time'}"
recipes,"Eat all 5 of your 5-a-day in one delicious curry, served with brown rice and lentils. It's healthy, vegan, gluten-free and provides vitamin C and iron, too.",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/goan-vegetable-curry-with-kitchery-1-440-400-7e597a6.jpg,Easy,104302d9-27a6-4664-b168-f7f6c07998d1,Goan-style vegetable curry with kitchari,"['225g brown basmati rice', '1 tsp olive oil', '1 tsp ground coriander', '390g can green lentils, drained', '1 tbsp olive oil', '2 large onions (330g), 1 finely chopped, 1 sliced', '2 red chillies, deseeded and sliced', '25g ginger, finely chopped', '1 tsp ground turmeric', '1 tsp smoked paprika', '1 tsp ground cumin', '3 tsp ground coriander', '3 garlic cloves, chopped', '1 tbsp vegetable bouillon powder (check it’s vegan if you need it to be), made up with 500ml boiling water', '360g cauliflower florets (about 1/4 cauliflower)', '1 ½ tsp tamarind', '320g fine beans, trimmed and halved if large', '4 large tomatoes, cut into wedges', '2 large courgettes (320g), halved lengthways and thickly sliced', '100g coconut yogurt', '½ x 30g pack fresh coriander, chopped, to serve']","['Boil the rice in a pan of water for 25 mins until tender, then drain.', 'Meanwhile, make the curry. Heat the oil in a large pan and fry the onions, chillies and ginger for 8-10 mins until softened. Add the spices and garlic, stir briefly, then pour in the bouillon and stir in the cauliflower. Cover and simmer for 5 mins.', 'Stir in the tamarind with the beans, tomatoes and courgettes, then cover the pan and cook for 10-15 mins more until the veg are tender, but still retain a little bite. Remove the lid for the last 5 mins to reduce the sauce a little. Remove from the heat and stir in the yogurt and half the fresh coriander.', 'Meanwhile, for the kitchari, heat the oil in a non-stick pan and add the ground coriander. Warm briefly, then tip in the rice and drained lentils. Warm through for 1 min, then stir through the remaining fresh coriander.', ""If you're following our Healthy Diet Plan, serve half the curry and rice now, then chill the rest to eat another night (cool the rice quickly on a wide tray, then chill immediately). Reheat the rice and curry in the microwave or on the hob. You may need to add a drop of water to the rice to stop it sticking.""]","['water', 'ginger', 'bouillon', 'rice', 'cumin', 'onions', 'cauliflower', 'cloves', 'green', 'chillies', 'coconut', 'vegetable', 'turmeric', 'courgettes', 'coriander', 'olive', 'beans', 'paprika', 'wedges', 'oil', 'tamarind', 'garlic', 'lentils', 'cut', 'tomatoes', 'yogurt']","{'Preparation': '10 mins', 'Cooking': '40 mins'}"
recipes,Use raspberries straight from the freezer for a mousse that will unfreeze your tastebuds,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-585_11-2ee055f.jpg,Easy,e03563a5-f799-4431-8b92-7e5ab21ff5bc,Effortless raspberry iced mousse,"['2 x 250g tubs quark  (low-fat cream cheese)', '50g icing sugar', 'squeeze or two of lemon juice', '250g pack of frozen raspberries']","['Tip the quark and sugar into a large bowl, squeeze in a few drops of lemon juice and beat with a wooden spoon until smooth and creamy (you can do this an hour or two ahead).', 'Gently stir in raspberries until they begin to break up and mixture is streaked pink; taste and add a little more lemon juice if liked. Spoon into glasses and serve.']","['icing', 'lemon', 'cheese', 'raspberries', 'juice', 'cream', 'sugar', 'quark']",{'Preparation': '5 mins'}
recipes,This white fish is sustainable and cheaper than cod - serve it with fresh lemon dipping sauce and root veg,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1287475_8-de1fa8e.jpg,Easy,920db138-3a91-4034-b80f-438c9616da56,"Pollock, beetroot & potato traybake with lemony crème fraîche","['4 small potatoes, sliced', '1 tbsp olive oil', '2 tsp fennel seed, lightly crushed', '4 beetroot, peeled and cut into wedges', '4 pollock fillets', 'zest ½ lemon', '4 tbsp crème fraîche', 'small handful basil, roughly chopped']","['Heat oven to 200C/180C fan/gas 6. Put the potatoes in a large baking tray and toss with the olive oil and fennel seeds. Season, arrange in a single layer, then bake for 20 mins until softened and starting to crisp.', 'Turn the potatoes over and add the beetroot, season and return to the oven for 15 mins. Place the fish in the centre, season well and rub over a little oil from the tray. Return to the oven for 10 mins more.', 'Meanwhile, sprinkle the lemon zest over the crème fraîche with a good grind of black pepper. To serve, scatter the fish with basil and dollop with some of the lemony crème fraîche.']","['fennel', 'olive', 'beetroot', 'oil', 'potatoes', 'wedges', 'basil', 'fillets', 'lemon', 'pollock', 'cut']","{'Preparation': '10 mins', 'Cooking': '45 mins'}"
recipes,Make these Korean-style spicy pancakes made with gut-friendly kimchi (sour cabbage) and gochujang (Korean red pepper paste). They're packed with flavour,https://images.immediate.co.uk/production/volatile/sites/30/2023/01/KimchiPancakes-e591d25.jpg,Easy,fd698fc1-3465-4752-a887-3d4c623a4c5b,Spicy kimchi pancake (kimchi jeon),"['175g self-raising flour', '1 tbsp cornflour', '200g vegan fermented (sour) kimchi, drained and finely chopped, and 2 tbsp liquid reserved', '2 tsp gochujang (Korean red pepper paste), or use half sriracha, half miso paste', '2 spring onions, finely sliced', '6 tbsp vegetable oil']","['Put the flours in a bowl and pour in 200ml ice-cold water and the reserved kimchi liquid. Whisk until a smooth batter is formed.', 'Mix in the kimchi, gochujang and spring onions – the batter should be a slightly thick pancake batter, similar to a drop scone consistency. You can add a tablespoon of flour if you need to thicken it a little.', 'Place a large, non-stick pan over a high heat with 2 tbsp vegetable oil. Ladle the pancake mix into the pan. Use the back of the ladle to smooth the mixture out to create a thin, even layer. Reduce the heat to medium high. Fry for 2-3 mins, until air bubbles start to pop on the surface and the sides start to crisp.', 'Flip the pancake then slightly lift the side of the pancake with a spatula and add another tablespoon of oil underneath – shake the pan a little to make sure the oil coats the bottom of the pancake.', 'Use a spatula to press on top of the pancake to ensure the pancake is crispy. Fry for a further 2 mins.', 'Flip one last time, pressing down on the pancake again and fry for 30 seconds. Drain on kitchen paper and keep warm in a low oven while you cook the second pancake using the same method. Serve (optionally cut into bite-sized pieces).']","['sour', 'miso', 'paste', 'vegetable', 'onions', 'oil', 'pepper', 'flour']","{'Preparation': '10 mins', 'Cooking': '10 mins'}"
recipes,"You need just two ingredients – milk and live yogurt – to make this bio yogurt, full of gut-friendly probiotics. Mix with fruit, or cereal for breakfast",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/liveyogurt-7a3acd3.jpg,Easy,6a09433d-67d1-4fea-9040-139a9b7e867b,Slow cooker bio yogurt,"['2l whole milk', '100ml live yogurt, either shop bought or from a previous homemade batch']","['Tip the milk into the slow cooker. Cover and heat on High until the temperature of the milk reaches 82C, this will take a couple of hours. Turn off the slow cooker and allow the temperature to drop to 43C for a further 2-3 hours. Take a mugful of the warm milk and mix it with the yogurt then pour the mixture back into the slow cooker and stir really well. Cover, wrap the slow cooker in a big towel and then leave undisturbed for 9-12 hours until the mixture has set.', 'Eat on top of cereal or porridge, topped with fresh fruit, in marinades or drink in smoothies. If you want it thicker, for dips for example, line a large sieve with muslin and place it over a bowl, tip in the yogurt and allow some of the whey to strain off until you get the consistency of yogurt that you like. The longer you leave it, the thicker it will become. Store in the fridge for up to 2 weeks.']","['yogurt', 'milk']",{'Preparation': '17 hrs and 30 mins'}
recipes,"A prepare-ahead one pot that will please all ages and is easily made for a crowd, just reheat and add some garlic bread and a salad",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-513733_11-57004d3.jpg,Easy,5c9c555e-6c38-4bd0-babc-4646910c725c,Chilli chicken one-pot,"['2 large onions, halved and sliced', '2 tbsp olive oil', '265g chorizo  ring, peeled and thickly sliced', '4 red peppers, deseeded and cut into large chunks', '2 x 400g/14oz can chopped tomato', '2 chicken stock cubes', '½-1 tsp dried chilli flakes', '2 tsp dried oregano', '16 boneless skinless chicken thighs', '3 x 410g/14oz cans red kidney beans, drained', '15g pack coriander, chopped', '2-3 avocado, skinned and sliced', 'good squeeze lime juice']","['Heat oven to 180C/fan 160C/gas 4. Fry the onions in the oil for 5 mins until they become soft and start to colour. Add the chorizo and fry for a few mins more. Stir in the peppers, then pour in the tomatoes, followed by a can of water, the stock cubes, chilli and oregano.', 'Arrange the chicken thighs on top of the sauce, pushing them under the liquid. Bring to a simmer, cover, then cook in the oven for 40 mins. Add the beans, stir, then cook for 20 mins more. You can make this up to 2 days ahead and keep chilled.', 'To serve, reheat on the top of the stove or in the oven at 190C/fan 170C/gas 5 for 1 hr 10 mins until piping hot. Stir in most of the coriander, toss the rest with the avocado, lime and a little salt, then pile this on top. Serve with Garlic & oregano bread (below) and a bag of green salad tossed with olives, cherry tomatoes and finely sliced red onion.']","['olive', 'chorizo', 'chicken', 'chilli', 'thighs', 'avocado', 'beans', 'lime', 'oil', 'cut', 'coriander', 'onions', 'juice', 'oregano', 'stock', 'peppers', 'tomato']","{'Preparation': '20 mins', 'Cooking': '1 hr and 5 mins'}"
recipes,"Try our healthy, sugar-free twist on apple crumble for dessert – the soya yogurt base is topped with stewed apples and crunchy cinnamon-oat clusters",https://images.immediate.co.uk/production/volatile/sites/30/2022/11/Healthy-apple-crunch-b15b94a.jpg,Easy,683f10cd-741c-493c-8c21-7b1530a632e0,Healthy apple crunch,"['240g Bramley cooking apples, peeled, cored and chopped (200g prepared weight)', '3-4 small dessert apples, peeled, cored and sliced (260g prepared weight)', '340g porridge oats', '2 tbsp ground cinnamon', '2 tsp vanilla extract', '3 tbsp rapeseed oil', '400g fortified soya yogurt']","['Heat the oven to 180C/160C fan/gas 4. Tip all the apples into a small pan with 6 tbsp water, then cover and cook over a medium heat for 6 mins, stirring halfway through, until the apples are just cooked. The cooking apples should be pulpy, but the dessert apples will retain their shape.', 'Tip the oats, cinnamon and vanilla into a bowl and add 3 tbsp of the apple mixture, the oil and 100g of the yogurt. Mix everything together well using your hands, until the mixture has formed into chunky clusters similar to granola. Spread the clusters out over a large baking sheet lined with baking parchment, and bake for 10 mins. Shake the tray to turn the clusters over and bake for 10 mins more until firm. Leave to cool for 5 mins so the clusters can firm up slightly more.', 'Meanwhile, spoon the remaining yogurt into a small, shallow ovenproof dish, then spoon the rest of the apples on top. Scatter over the oat clusters, and bake for 10 mins until the topping is firm and golden and the apple mixture has warmed through.This recipe is part of our free 7-day healthy diet plan. To access the full meal plan, click here.']","['dessert', 'soya', 'oats', 'oil', 'cinnamon', 'vanilla', 'porridge', 'yogurt', 'apples']","{'Preparation': '15 mins', 'Cooking': '45 mins - 50 mins'}"
recipes,"Make your own hummus in this family pasta salad. Dish up for little ones first, then scatter with pul biber chilli flakes and crumbled feta for the grown-ups",https://images.immediate.co.uk/production/volatile/sites/30/2021/07/Veggie-hummus-pasta-salad-3727588.jpg,Easy,743f2c90-516f-44d6-bc59-5916e075b6b2,Veggie hummus pasta salad,"['400g can chickpeas, drained and liquid reserved', '1 tbsp tahini', '2 tbsp extra virgin olive oil', '½ garlic clove', '½ lemon, zested and juiced', '250g short pasta of your choice', '50g baby spinach, roughly chopped', '200g cherry tomatoes halved (we used a mixture of red and yellow)', '¼ cucumber, quartered lengthways and cut into small triangles', '75g pitted olives of your choice, roughly chopped']","['Boil the kettle. Tip half the chickpeas into a food processor, add roughly half the reserved liquid from the can (the liquid should come to just below the level of the chickpeas in the blender), the tahini, olive oil, garlic, lemon zest and juice and some seasoning. Blitz until you have a smooth, loose hummus. Check for seasoning.', 'Cook the pasta following pack instructions. Drain, reserving a mugful of the cooking water, and rinse the under cold running water for a few seconds until cool.', 'Toss the cooked pasta, spinach, tomatoes, cucumbers, olives, the rest of the chickpeas and the hummus dressing together in a large bowl until everything is well-coated. Add a splash of the reserved pasta cooking water if the dressing is too thick. Will keep covered and chilled for up to 6 hrs, or in an airtight container in a cool bag for 2 hrs. Add a splash of water to loosen the dressing again before serving.']","['olive', 'olives', 'clove', 'cut', 'oil', 'pasta', 'cucumber', 'mixture', 'tomatoes', 'tahini', 'spinach', 'cherry', 'garlic', 'lemon', 'chickpeas']","{'Preparation': '20 mins', 'Cooking': '10 mins'}"
recipes,"Serve a base of wholemeal American-style pancakes alongside a range of toppings. Go sweet with fruit and yogurt, or savoury with soft cheese and salmon",https://images.immediate.co.uk/production/volatile/sites/30/2022/02/pancake-platter-78dc92d.jpg,Easy,0660bd55-abdb-4774-b35c-d8309fce5db1,Breakfast pancake platter,"['100g wholemeal plain spelt flour', '2 eggs, whites and yolks separated', '150ml semi-skimmed milk', 'drop of oil, for cooking (optional)', '100g cooked salmon, broken into large flakes', '85g low-fat soft cheese', '1⁄4  cucumber, sliced', '1⁄2 lemon, cut into wedges', '1 small red onion, thinly sliced', '2 x 120g pots natural bio yogurt', '1 banana, peeled and sliced', '160g mixed berries (we used blueberries, raspberries and cherries)', 'capers dill and sliced spring onions, walnuts, mixed seeds, ground cinnamon and maple syrup, to serve (optional)']","['Tip the flour into a bowl, then whisk in the egg yolks and half the milk until smooth. Slowly whisk in the rest of the milk (the batter will be runny). Whisk the egg whites to soft peaks in a separate bowl, then gently fold this into the batter.', 'Heat a large non-stick pan over a medium heat and wipe a drop of oil around the base using a kitchen towel. Spoon in 2 tbsp of batter per pancake (you should be able to make three at a time, well- spaced apart) and cook for 2-3 mins until bubbles appear on the surface and the bottom is set. Flip using a palette knife and cook for 2-3 mins more. Arrange the pancakes in a single layer over a large serving platter, then top one side with the salmon, soft cheese, cucumber slices, lemon wedges and onion slices. Top the other side with the yogurt, banana slices and berries. If you like, scatter the savoury pancakes with the capers, dill and spring onions, if using, and top the sweet pancakes with walnuts, seeds, cinnamon and maple syrup. Or, serve these on the side for everyone to help themselves.']","['flour', 'onions', 'salmon', 'dill', 'cherries', 'capers', 'syrup', 'cinnamon', 'blueberries', 'berries', 'lemon', 'milk', 'cheese', 'wedges', 'oil', 'raspberries', 'onion', 'whites', 'cucumber', 'banana', 'cut', 'walnuts', 'yolks', 'eggs', 'yogurt']","{'Preparation': '10 mins', 'Cooking': '20 mins'}"
recipes,This fast and filling chilli is great served with rice or piled high onto a baked potato and dolloped with soured cream,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-513575_11-23525bd.jpg,Easy,27221005-8a62-400b-8de9-86dbe31bcc57,Quick chilli,"['100g chorizo, sliced', '350g tub fresh tomato and chilli sauce (we used Waitrose)', '400g can kidney beans, rinsed and drained', '400g can chickpea, rinsed and drained', 'rice and natural yogurt, or jacket potatoes and soured cream, to serve']","['Dry-fry the chorizo for a few mins in a non-stick frying pan until crisp. Carefully pour off any fat from the pan, then tip in the sauce and beans with 100ml water. Bring to a simmer, cover, then lower the heat and bubble for 10 mins. Spoon over rice and serve with yogurt.']","['chickpea', 'yogurt', 'chorizo', 'beans', 'rice', 'jacket', 'potatoes', 'tomato', 'cream', 'sauce', 'chilli']","{'Preparation': '5 mins', 'Cooking': '15 mins'}"
recipes,"Overnight oats that are low in fat and take 5 minutes to prepare. Pack your breakfast with frozen raspberries, bio yogurt and golden linseeds for a delicious and healthy start to the day",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/berry-bircher-4b8067d.jpg,Easy,80073326-5a19-44c3-a463-b37a3ff98fce,Berry Bircher,"['70g porridge oats', '2 tbsp golden linseeds', '2 ripe bananas', '140g frozen raspberries', '175g natural bio yogurt']","['Tip the oats and seeds into a bowl, and pour over 200ml boiling water and stir well. Add the bananas and three-quarters of the raspberries (chill the remainder), mash together, then cover and chill overnight.', 'The next day, layer the raspberry oats in two tumblers or bowls with the yogurt, top with the reserved raspberries and serve.']","['oats', 'yogurt', 'raspberries', 'porridge', 'bananas']","{'Preparation': '5 mins', 'Cooking': 'No Time'}"
recipes,"With fall-apart beef, tomatoes and peppers in a creamy, rich stew, our slow-cooker goulash recipe couldn't be easier or more comforting",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/goulash-8982fc1.jpg,Easy,de782793-caae-48e0-9c94-0f1b9c14ca7f,Slow-cooker beef goulash,"['3 tbsp olive oil', '2kg braising or stewing steak, cut into chunks', '2 large onions, finely chopped', '4 mixed peppers, cut into 4cm chunks', '3 garlic cloves, crushed', '2 tbsp flour', '2 tsp caraway seeds', '2 tsp hot smoked paprika', '1 tbsp sweet smoked paprika, plus extra to serve', '4 tbsp tomato purée', '4 large tomatoes cut into small chunks', '400-500ml beef stock', '300ml soured cream', 'small bunch of parsley, chopped']","['Heat the slow cooker to low and heat 2 tbsp oil in a deep frying pan over a medium heat. Season and sear the beef in batches until brown on all sides. Transfer to a plate.', 'Put the remaining oil in the pan and fry the onions for 10 mins until lightly golden. Add the peppers and garlic, and fry for another 5-10 mins, then stir in the flour and all of the spices. Cook for 2 mins more, then stir in the tomato purée, tomatoes and 400ml beef stock. Season well. Bring the mixture to a simmer, then tip into the slow cooker with the seared beef. Add the remaining stock, if needed, to cover the meat completely. Cover and cook for 6-7 hrs until the beef is tender and the sauce has thickened slightly.', 'Season to taste, then swirl the soured cream and most of the parsley through the stew. Scatter over the remaining parsley and some sweet smoked paprika, then serve with small roasted potatoes or brown rice, if you like.']","['steak', 'olive', 'paprika', 'onions', 'oil', 'parsley', 'cloves', 'beef', 'peppers', 'tomato', 'tomatoes', 'cream', 'garlic', 'sweet', 'stock', 'caraway', 'flour', 'cut']","{'Preparation': '25 mins', 'Cooking': '7 hrs'}"
recipes,"A traditional braised beef casserole with thick, rich gravy and chunky veg – an ideal recipe for cheap cuts, as slow-cooking guarantees a tender dish",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-890477_11-0101064.jpg,Easy,d2aea63b-acca-481e-811f-69f0e12769d5,Beef stew,"['2 celery sticks, thickly sliced', '1 onion, chopped', '2 really big  carrots, halved lengthways then very chunkily sliced', '5 bay leaves', '2 thyme sprigs, 1 whole and 1 leaves picked', '1 tbsp vegetable oil', '1 tbsp butter', '2 tbsp plain flour', '2 tbsp tomato purée', '2 tbsp Worcestershire sauce', '2 beef stock cubes, crumbled', '850g stewing beef (featherblade or brisket works nicely), cut into nice large chunks']","['Heat oven to 160C/140C fan/gas 3 and put the kettle on.', 'Put 2 thickly sliced celery sticks, 1 chopped onion, 2 chunkily sliced carrots, 5 bay leaves and 1 whole thyme sprig in a flameproof casserole dish with 1 tbsp vegetable oil and 1 tbsp butter.', 'Soften for 10 mins, then stir in 2 tbsp plain flour until it doesn’t look dusty anymore, followed by 2 tbsp tomato purée, 2 tbsp Worcestershire sauce and 2 crumbled beef stock cubes.', 'Gradually stir in 600ml hot water, then tip in 850g stewing beef and bring to a gentle simmer.', 'Cover and put in the oven for 2hrs 30 mins, then uncover and cook for 30mins – 1hr more until the meat is really tender and the sauce is thickened.', 'Garnish with the picked leaves of the remaining thyme sprig.']","['butter', 'oil', 'celery', 'carrots', 'thyme', 'onion', 'flour', 'cut', 'sticks', 'beef', 'vegetable', 'worcestershire', 'sauce', 'brisket', 'stock', 'tomato']","{'Preparation': '15 mins', 'Cooking': '3 hrs - 3 hrs and 50 mins'}"
recipes,"Enjoy our roasted cauliflower tossed with a silky, rich dairy-free cheese sauce and topped with golden breadcrumbs – you won’t even notice that it’s entirely plant-based",https://images.immediate.co.uk/production/volatile/sites/30/2021/12/vegan-cauli-cheese-12f14ea.jpg,Easy,533d615e-65ce-43c6-a99b-aa718367bf17,Vegan cauliflower cheese,"['1 large  cauliflower, cut into florets, stalks chopped and leaves separated', '1 tbsp  sunflower oil', '50g  vegan butter block ', '50g  plain flour', '2 tsp  mustard powder', '2 tsp  onion granules', '2 tsp  garlic granules', '800ml soya milk', '5 tbsp  nutritional yeast', '75g  sourdough bread, blitzed to breadcrumbs', '75g vegan  cheddar, grated']","['Heat the oven to 200C/180C fan/gas 6. Toss the cauliflower florets and stalks with the oil in a large roasting tin and season well. Roast for 25-30 mins until almost tender, then add the leaves and cook for a further 5 mins.', 'To make the sauce, melt the vegan butter block in a large saucepan. Add the flour, mustard powder, onion and garlic granules and cook for 2-3 mins. Gradually add the soya milk, whisking well to incorporate. Bring to a gentle simmer, stirring constantly, then simmer for 4-5 mins until thickened and reduced slightly. Add the nutritional yeast and season well, then whisk to combine.', 'Tip the sourdough breadcrumbs and vegan cheese into a bowl and stir to combine. Season well. Remove the cauliflower from the oven, spoon over the sauce and stir to combine. Scatter over the cheesy sourdough crumbs and return to the oven for 10 mins until bubbling and golden. Serve as a side or main with a green salad.']","['cheddar', 'soya', 'oil', 'bread', 'breadcrumbs', 'cauliflower', 'milk', 'onion', 'butter', 'garlic', 'mustard', 'flour', 'cut']","{'Preparation': '15 mins', 'Cooking': '45 mins'}"
